time,temperature_2m,rain (mm),precipitation (mm),relative_humidity_2m,wind_speed_10m (km/h),wind_speed_100m (km/h),wind_direction_100m,apparent_temperature,weather_code
2024-10-11T00:00,18.3,0,0,93,2.7,3.1,270,20.4,1
2024-10-11T01:00,17.8,0,0,93,1.1,2.8,320,20,0
2024-10-11T02:00,17.2,0,0,94,3.1,1.5,210,18.9,0
2024-10-11T03:00,16.5,0,0,96,4.2,3.4,164,17.9,0
2024-10-11T04:00,15.8,0,0,98,4.7,3.4,183,16.9,0
2024-10-11T05:00,15.2,0,0,99,5.1,2.7,180,16.1,0
2024-10-11T06:00,15.3,0,0,100,6,4,180,16.2,3
2024-10-11T07:00,19.9,0,0,89,4.2,2.3,151,22.2,0
2024-10-11T08:00,22.5,0,0,71,0.8,0.8,45,24.9,0
2024-10-11T09:00,24.1,0,0,66,3,3.4,335,26.4,0
2024-10-11T10:00,25,0.1,0.1,62,5.4,6.7,322,27.7,51
2024-10-11T11:00,25.1,0.3,0.3,61,7.8,10.1,303,27.4,51
2024-10-11T12:00,24.9,0,0,62,8.1,10.8,306,27,1
2024-10-11T13:00,24.9,0,0,62,7.6,9.9,314,26.8,1
2024-10-11T14:00,24.9,0,0,62,7.8,10.3,314,26.2,1
2024-10-11T15:00,24.3,0,0,63,7.9,10.8,318,25.5,1
2024-10-11T16:00,23,0,0,72,6.1,9.2,332,24.9,1
2024-10-11T17:00,21.2,0,0,85,3.2,7.5,336,24,1
2024-10-11T18:00,20,0,0,90,4.5,8.3,318,22.4,0
2024-10-11T19:00,19.4,0,0,92,3.5,7.1,324,21.8,0
2024-10-11T20:00,19.9,0,0,89,2.7,5.9,337,22.4,0
2024-10-11T21:00,18.6,0,0,94,0.4,3.3,347,21.3,1
2024-10-11T22:00,17.8,0,0,98,0.5,2,333,20.3,2
2024-10-11T23:00,17.1,0,0,99,4.5,3.5,201,18.9,3
2024-10-12T00:00,16.2,0,0,100,6.7,4.4,189,17.3,3
2024-10-12T01:00,15.5,0,0,100,7.2,4.2,173,16.3,3
2024-10-12T02:00,15.5,0,0,100,8.7,5.6,165,16.1,3
2024-10-12T03:00,15.3,0,0,100,7.8,5.3,156,16,3
2024-10-12T04:00,15,0,0,100,7.1,5.9,140,15.7,3
2024-10-12T05:00,15.3,0,0,95,7.3,7.8,138,15.8,1
2024-10-12T06:00,15.7,0,0,95,6.8,6.6,145,16.3,3
2024-10-12T07:00,19.7,0,0,85,5.3,6,151,21.5,2
2024-10-12T08:00,22.4,0,0,68,0.8,0.9,90,24.4,2
2024-10-12T09:00,23.6,0,0,64,2.2,2.6,304,25.5,3
2024-10-12T10:00,24.2,0,0,65,4.4,5.3,325,26.7,3
2024-10-12T11:00,24.8,0,0,62,4.8,5.9,325,27.6,3
2024-10-12T12:00,24.9,0.1,0.1,59,4.9,6.3,309,27.3,51
2024-10-12T13:00,24.9,0.1,0.1,57,4.8,6.4,315,26.8,51
2024-10-12T14:00,24.4,0,0,59,5.1,6.9,327,25.6,1
2024-10-12T15:00,24,0,0,61,5.2,6.9,332,25.2,1
2024-10-12T16:00,22.8,0,0,67,5.1,7.8,338,24.3,1
2024-10-12T17:00,21.1,0,0,83,3.8,6,351,23.5,1
2024-10-12T18:00,20.7,0,0,77,4.6,7.9,333,22.3,0
2024-10-12T19:00,19.1,0,0,87,3.7,6.4,320,21,0
2024-10-12T20:00,19.6,0,0,84,1.5,4,321,21.8,0
2024-10-12T21:00,19.1,0,0,86,0.9,3.8,315,21.4,0
2024-10-12T22:00,17.4,0,0,93,2.7,2.7,242,19.2,0
2024-10-12T23:00,16.3,0,0,95,5.3,4.9,184,17.4,1
2024-10-13T00:00,14.3,0,0,100,6.4,5.1,170,14.8,3
2024-10-13T01:00,13.1,0,0,100,6.6,4,162,13.1,3
2024-10-13T02:00,12.7,0,0,100,7.2,5.3,156,12.5,3
2024-10-13T03:00,12.1,0,0,100,6.6,4,162,11.7,3
2024-10-13T04:00,12.5,0,0,94,6.4,3.6,174,12,2
2024-10-13T05:00,12.7,0,0,89,5.3,3.6,171,12.2,1
2024-10-13T06:00,13.8,0,0,89,5.6,2.2,194,13.6,0
2024-10-13T07:00,18.3,0,0,85,3.7,1,149,19.7,0
2024-10-13T08:00,21.3,0,0,60,0.9,0.9,90,22.2,0
2024-10-13T09:00,22.9,0,0,54,2.2,2.2,346,23.7,0
2024-10-13T10:00,23.8,0,0,57,4.8,6.1,317,25.6,0
2024-10-13T11:00,24,0.1,0.1,60,6.9,9.1,319,26.3,51
2024-10-13T12:00,23.8,0.3,0.3,60,8,10.7,306,25.4,51
2024-10-13T13:00,23.6,0.1,0.1,62,7.8,10.3,310,24.7,51
2024-10-13T14:00,23.6,0.1,0.1,63,7.1,9.7,315,24.6,51
2024-10-13T15:00,22.8,0,0,67,6.9,9.4,325,23.9,0
2024-10-13T16:00,21.7,0,0,73,5.9,8.5,332,23.1,0
2024-10-13T17:00,19.9,0,0,84,3.6,7.8,352,22,0
2024-10-13T18:00,20.3,0,0,79,2.4,6.1,313,22.3,0
2024-10-13T19:00,18.9,0,0,89,1.8,4.5,307,21.1,1
2024-10-13T20:00,18.6,0,0,89,1.3,4,321,20.8,3
2024-10-13T21:00,18.7,0,0,90,1.3,0.7,256,21,3
2024-10-13T22:00,18.3,0,0,91,2.9,3.4,186,20.2,3
2024-10-13T23:00,17.7,0,0,94,1.1,1.5,291,19.8,3
2024-10-14T00:00,17.2,0,0,96,2,0.3,135,19.2,3
2024-10-14T01:00,16.4,0,0,98,3.6,3.1,130,17.9,3
2024-10-14T02:00,15.7,0,0,100,4.5,2.9,150,17,3
2024-10-14T03:00,15.2,0,0,100,4.9,2.4,163,16.2,3
2024-10-14T04:00,14.6,0,0,100,5.6,2.8,191,15.3,3
2024-10-14T05:00,14.3,0,0,100,5.4,2.1,195,14.9,3
2024-10-14T06:00,15.2,0,0,100,4.9,3.1,114,16.2,3
2024-10-14T07:00,18.5,0,0,92,4.1,4,148,20.5,0
2024-10-14T08:00,20.8,0,0,80,0.3,0.3,135,23.4,0
2024-10-14T09:00,22.2,0.1,0.1,72,2.6,3,343,24.2,51
2024-10-14T10:00,22.6,0.2,0.2,69,5.9,7.3,314,24.4,51
2024-10-14T11:00,22.5,0.2,0.2,69,6.8,8.7,297,24,51
2024-10-14T12:00,22.6,0.2,0.2,68,6,7.9,294,24.4,51
2024-10-14T13:00,22.2,0.1,0.1,70,6.9,9.1,300,23.4,51
2024-10-14T14:00,21.2,0.4,0.4,77,6.6,8.8,313,22.8,51
2024-10-14T15:00,20.9,0.2,0.2,80,5.3,6.9,319,22.8,51
2024-10-14T16:00,20.6,0.1,0.1,82,4.7,6.1,336,22.5,51
2024-10-14T17:00,18.8,0,0,94,3.7,6.5,13,21,0
2024-10-14T18:00,18.8,0,0,94,0.2,2.1,308,21.6,0
2024-10-14T19:00,18.1,0,0,96,0.5,3,335,20.7,1
2024-10-14T20:00,17.4,0,0,98,1.1,2.7,328,19.7,1
2024-10-14T21:00,17.4,0,0,99,1.6,0.7,194,19.7,2
2024-10-14T22:00,17.4,0,0,98,1.6,0.9,217,19.7,2
2024-10-14T23:00,17,0,0,99,2.5,0.6,124,19.1,3
2024-10-15T00:00,16.9,0,0,100,3.5,1.9,146,18.8,3
2024-10-15T01:00,16.7,0,0,100,3.7,3.2,153,18.5,3
2024-10-15T02:00,16.7,0,0,100,4.9,5,159,18.4,3
2024-10-15T03:00,16.3,0,0,100,5.8,5.6,158,17.7,3
2024-10-15T04:00,15.9,0,0,100,6.7,6.8,163,17,3
2024-10-15T05:00,15.8,0,0,100,7.1,7.4,167,16.7,3
2024-10-15T06:00,16.8,0,0,98,4.6,6.2,163,18.4,3
2024-10-15T07:00,18.1,0,0,93,2.3,3.2,161,20.2,0
2024-10-15T08:00,20.1,0,0,84,0.4,0.2,90,22.6,0
2024-10-15T09:00,21.8,0,0,71,3.6,3.9,313,23.4,0
2024-10-15T10:00,22.8,0.2,0.2,64,5.3,6.7,314,24.2,51
2024-10-15T11:00,23.7,0.4,0.4,60,5.9,7.8,316,25.6,51
2024-10-15T12:00,22.9,0.4,0.4,67,6,8,284,25.1,51
2024-10-15T13:00,21.9,0,0,74,5,6.6,311,23.7,2
2024-10-15T14:00,21.3,0.1,0.1,78,6.6,8.6,329,22.9,51
2024-10-15T15:00,20.2,0.2,0.2,83,3.4,4.3,355,22.2,51
2024-10-15T16:00,19.8,0,0,87,2.3,2.9,317,22.2,1
2024-10-15T17:00,19,0.1,0.1,93,1.5,2.8,310,21.6,51
2024-10-15T18:00,17,0.1,0.1,96,2.7,2.1,239,18.8,51
2024-10-15T19:00,16.6,0,0,97,2,1.9,221,18.4,1
2024-10-15T20:00,16.4,0,0,96,3.1,3.2,71,17.9,3
2024-10-15T21:00,16.3,0,0,95,3.2,5.4,69,17.6,0
2024-10-15T22:00,16.1,0,0,97,2.8,5.2,90,17.5,1
2024-10-15T23:00,15.3,0,0,99,3.7,3.9,112,16.4,2
2024-10-16T00:00,14.8,0,0,100,4.7,2.5,150,15.7,3
2024-10-16T01:00,14.7,0,0,100,5.6,1.9,163,15.4,3
2024-10-16T02:00,14.7,0,0,100,6.4,2.7,180,15.3,3
2024-10-16T03:00,15,0,0,100,4.6,0.9,143,16,3
2024-10-16T04:00,15,0,0,100,3.8,1.5,150,16.1,3
2024-10-16T05:00,14.5,0,0,100,4.6,2.5,159,15.3,3
2024-10-16T06:00,15.4,0,0,97,3.1,1.1,72,16.6,3
2024-10-16T07:00,17.7,0,0,89,2.5,3.8,90,19.3,3
2024-10-16T08:00,19.3,0,0,81,3.9,5.1,73,20.8,2
2024-10-16T09:00,21,0.1,0.1,73,4.5,5.3,45,22.3,51
2024-10-16T10:00,21.9,0,0,69,5.4,6.7,31,23.2,2
2024-10-16T11:00,23,0.1,0.1,66,4.3,5.6,25,25.4,51
2024-10-16T12:00,23.1,0.8,0.8,66,5.1,6.3,325,25,53
2024-10-16T13:00,22.6,0.7,0.7,69,5.6,7.2,302,24.2,53
2024-10-16T14:00,22,0.6,0.6,74,4.4,6.2,292,23.9,53
2024-10-16T15:00,21.3,0.1,0.1,77,4.4,6.2,296,23.1,51
2024-10-16T16:00,20.7,0.2,0.2,79,3.2,4.4,341,22.6,51
2024-10-16T17:00,19.4,0.2,0.2,89,2.4,2.7,37,21.8,51
2024-10-16T18:00,18.5,0,0,93,1.7,2.1,345,20.9,0
2024-10-16T19:00,18.3,0,0,93,1.2,3.8,319,20.6,1
2024-10-16T20:00,17.8,0,0,94,1.9,3,17,19.9,1
2024-10-16T21:00,16.4,0,0,97,3.2,3.5,66,18,0
2024-10-16T22:00,17.3,0,0,94,2.3,1.6,180,19.2,1
2024-10-16T23:00,17.4,0,0,94,2.2,2.2,270,19.3,1
2024-10-17T00:00,16.6,0,0,98,0.6,1.2,321,18.6,2
2024-10-17T01:00,16.8,0,0,98,2,1.8,156,18.7,1
2024-10-17T02:00,16.5,0,0,98,2,1.8,143,18.4,3
2024-10-17T03:00,16.5,0,0,97,2.1,2.4,138,18.2,3
2024-10-17T04:00,16.1,0,0,98,1.8,1.6,186,17.8,3
2024-10-17T05:00,15.8,0,0,99,1.8,1.4,220,17.4,2
2024-10-17T06:00,17.1,0,0,97,1.5,1.9,241,19.1,3
2024-10-17T07:00,18.2,0,0,94,2.4,3,213,20.4,1
2024-10-17T08:00,19.5,0.2,0.2,83,2.8,3.7,305,21.4,51
2024-10-17T09:00,19.9,0.3,0.3,80,3.8,4.8,326,21.6,51
2024-10-17T10:00,21,0.4,0.4,74,4.1,5.1,324,22.5,51
2024-10-17T11:00,21.8,0.2,0.2,71,4.5,5.5,311,23.8,51
2024-10-17T12:00,22,0.6,0.6,70,4.8,6.1,294,23.5,53
2024-10-17T13:00,22.1,0.5,0.5,74,5,6.5,304,24,53
2024-10-17T14:00,21.2,0.1,0.1,80,4.7,6.2,311,23.2,51
2024-10-17T15:00,19.2,4,4,83,5.6,7.5,305,20.5,63
2024-10-17T16:00,18.1,0.7,0.7,92,3.7,4.7,274,19.9,53
2024-10-17T17:00,17.6,0.2,0.2,94,1.4,3.2,218,19.7,51
2024-10-17T18:00,17.4,0,0,93,1.2,1.2,207,19.4,0
2024-10-17T19:00,16.5,0,0,95,1.8,0.9,349,18.2,0
2024-10-17T20:00,15.7,0,0,97,1.5,1.2,63,17.2,0
2024-10-17T21:00,16,0,0,95,3.4,5.5,144,17.3,1
2024-10-17T22:00,15.4,0,0,96,3.8,4.3,135,16.4,2
2024-10-17T23:00,14.6,0,0,99,5.1,3.2,161,15.3,3
2024-10-18T00:00,14.4,0,0,99,5.8,4.7,184,15,3
2024-10-18T01:00,13.8,0,0,100,5.4,3.4,177,14.3,3
2024-10-18T02:00,13.8,0,0,100,3.4,0.6,214,14.5,3
2024-10-18T03:00,14.2,0,0,98,4.1,3.5,118,14.9,3
2024-10-18T04:00,14.3,0,0,96,3.8,3.6,162,14.9,3
2024-10-18T05:00,13.9,0,0,97,3.6,2.2,194,14.5,3
2024-10-18T06:00,15.4,0,0,98,3.5,1.7,212,16.6,3
2024-10-18T07:00,18,0,0,90,1.6,0.9,281,20,0
2024-10-18T08:00,19.6,0,0,81,2.6,2.9,317,21.4,0
2024-10-18T09:00,20.8,0.1,0.1,73,4.3,5.1,342,22.1,51
2024-10-18T10:00,21.6,0.1,0.1,69,5.5,6.8,325,23,51
2024-10-18T11:00,21.8,0.1,0.1,73,6.5,8.3,311,23.6,51
2024-10-18T12:00,21.9,0,0,76,6.8,8.9,298,24.3,2
2024-10-18T13:00,21.7,0,0,76,6.4,8.3,312,23.3,3
2024-10-18T14:00,20.9,0,0,78,4.2,5.4,318,22.7,1
2024-10-18T15:00,20.6,0,0,79,5,6.6,305,22.3,1
2024-10-18T16:00,20.1,0,0,80,3.7,5.1,321,21.8,1
2024-10-18T17:00,18.7,0,0,92,2.9,3.2,344,20.9,1
2024-10-18T18:00,18,0,0,92,1.3,4.4,279,20.1,1
2024-10-18T19:00,17.6,0,0,92,2.9,2.8,243,19.3,0
2024-10-18T20:00,17,0,0,93,1.1,1.9,319,18.8,1
2024-10-18T21:00,16.7,0,0,93,1.1,0.6,342,18.4,2
2024-10-18T22:00,16.2,0,0,95,1.4,1.2,309,17.8,3
2024-10-18T23:00,15.8,0,0,98,2.3,0.7,104,17.3,3
2024-10-19T00:00,14.3,0,0,100,4,2.5,120,15.1,3
2024-10-19T01:00,14.1,0,0,100,5.4,4,120,14.6,3
2024-10-19T02:00,13.9,0,0,100,6.7,4.5,166,14.2,3
2024-10-19T03:00,13.7,0,0,100,5.8,3.5,204,14,3
2024-10-19T04:00,13.6,0,0,100,4.7,2.2,194,14,3
2024-10-19T05:00,13.6,0,0,100,4.7,3.5,208,14,3
2024-10-19T06:00,15.1,0,0,97,4.5,2.2,171,16,3
2024-10-19T07:00,16.8,0,0,93,2.4,1.2,153,18.4,0
2024-10-19T08:00,19,0,0,83,1.2,1.3,278,20.9,0
2024-10-19T09:00,21,0,0,71,4.2,5.2,297,22.2,0
2024-10-19T10:00,22.2,0.1,0.1,62,6.7,8.5,308,23.3,51
2024-10-19T11:00,22.5,0.4,0.4,60,6.9,8.9,312,23.6,51
2024-10-19T12:00,22.2,0.4,0.4,62,6.5,8.6,303,23.3,51
2024-10-19T13:00,22.4,0.5,0.5,59,3.6,4.8,285,23.3,53
2024-10-19T14:00,22.4,0.2,0.2,60,4.8,6,309,23,51
2024-10-19T15:00,21.3,0.1,0.1,70,4.3,5.6,329,22.5,51
2024-10-19T16:00,20.6,0,0,75,2.4,3.2,313,22.2,0
2024-10-19T17:00,19.6,0,0,80,1.5,1.7,311,21.4,0
2024-10-19T18:00,17.9,0,0,89,1.1,1.4,270,19.8,0
2024-10-19T19:00,17,0.1,0.1,89,1.8,2.2,256,18.5,51
2024-10-19T20:00,16.8,0.2,0.2,92,2.4,0.9,143,18.2,51
2024-10-19T21:00,15.9,0,0,95,2,1.5,111,17.4,1
2024-10-19T22:00,15.7,0,0,96,4.9,5.2,153,16.7,1
2024-10-19T23:00,15.3,0,0,96,4.2,3.8,161,16.2,3
2024-10-20T00:00,15.2,0,0,95,4.1,3.5,145,16,3
2024-10-20T01:00,15,0,0,96,4.9,3.2,183,15.7,3
2024-10-20T02:00,14.4,0,0,98,4.5,3.1,111,15.1,3
2024-10-20T03:00,14.1,0,0,99,5.2,3.5,171,14.7,3
2024-10-20T04:00,13.6,0,0,100,4.6,2.1,149,14.1,3
2024-10-20T05:00,13.6,0,0,99,2.6,1.7,58,14.3,3
2024-10-20T06:00,14,0,0,100,4.9,4.1,131,14.5,3
2024-10-20T07:00,16.9,0,0,97,4.7,3.3,139,18.4,0
2024-10-20T08:00,19.4,0,0,82,2.2,2.7,53,21.3,0
2024-10-20T09:00,21.1,0,0,76,1.8,1.8,24,23.1,0
2024-10-20T10:00,21.9,0,0,74,3.6,4.1,326,24.3,0
2024-10-20T11:00,22.3,0,0,73,4.5,5.9,313,24.9,3
2024-10-20T12:00,22.3,0.1,0.1,70,4.2,5.5,328,24,51
2024-10-20T13:00,21.1,0,0,76,4.6,6.1,302,22.7,2
2024-10-20T14:00,21.3,0,0,76,2,2.9,330,23.3,3
2024-10-20T15:00,19.6,0.4,0.4,80,3.9,5,334,21.2,51
2024-10-20T16:00,18.7,0.1,0.1,84,2.5,3.2,304,20.4,51
2024-10-20T17:00,17.9,0,0,91,2.2,2.3,86,19.8,1
2024-10-20T18:00,17.8,0,0,90,1.6,2.5,240,19.6,1
2024-10-20T19:00,16.2,0,0,95,1.3,0.3,225,17.8,0
2024-10-20T20:00,16.2,0,0,94,1.8,2.1,105,17.7,0
2024-10-20T21:00,15.5,0,0,95,2.2,3.3,144,16.8,0
2024-10-20T22:00,15.4,0,0,95,1.8,0.9,143,16.6,1
2024-10-20T23:00,15.1,0,0,96,2.5,1.5,173,16.1,2
2024-10-21T00:00,14.4,0,0,97,2.5,1.9,112,15.3,3
2024-10-21T01:00,14.1,0,0,97,3.8,3.3,126,14.7,3
2024-10-21T02:00,13.9,0,0,98,4.2,3.3,139,14.4,3
2024-10-21T03:00,13.1,0,0,100,4.3,3.2,124,13.4,3
2024-10-21T04:00,12.7,0,0,100,5.7,4.6,126,12.7,3
2024-10-21T05:00,12.3,0,0,100,4.9,3.5,118,12.3,3
2024-10-21T06:00,13.7,0,0,100,6.8,4.6,135,13.9,3
2024-10-21T07:00,15.9,0,0,99,5.8,5.2,119,17,3
2024-10-21T08:00,19.3,0,0,83,2.5,4,108,21.1,0
2024-10-21T09:00,21.3,0,0,70,2.9,3.8,82,22.7,0
2024-10-21T10:00,22.7,0,0,58,3.1,3.8,82,24,1
2024-10-21T11:00,23.6,0,0,55,3.1,4.2,80,25.2,0
2024-10-21T12:00,23.8,0,0,55,2.3,3.1,90,25.8,1
2024-10-21T13:00,21.5,0.9,0.9,65,7.6,10.2,187,22,53
2024-10-21T14:00,22,0,0,62,2.7,4,162,23,1
2024-10-21T15:00,21.7,0,0,65,3.3,4.3,318,22.8,2
2024-10-21T16:00,20.2,0,0,73,5.6,8.9,96,21.2,1
2024-10-21T17:00,18.6,0,0,80,4.1,8.4,138,19.7,0
2024-10-21T18:00,18,0,0,84,4.6,6.5,148,19.1,0
2024-10-21T19:00,16.8,0,0,88,6.7,6.7,156,17.5,0
2024-10-21T20:00,15.8,0,0,91,6.6,6.3,165,16.2,0
2024-10-21T21:00,14.8,0,0,93,6.5,7.1,153,15,0
2024-10-21T22:00,14.1,0,0,95,6.9,7.3,160,14.1,0
2024-10-21T23:00,13.7,0,0,95,5.4,4.7,164,13.8,0
2024-10-22T00:00,13.6,0,0,92,5.5,5.3,156,13.5,0
2024-10-22T01:00,13.8,0,0,87,5.4,4.6,132,13.5,0
2024-10-22T02:00,13.7,0,0,84,5.6,5.9,145,13.2,0
2024-10-22T03:00,13.5,0,0,83,4.8,4,144,12.9,0
2024-10-22T04:00,13.3,0,0,82,4.1,3,142,12.8,0
2024-10-22T05:00,13.2,0,0,80,3.3,1,149,12.7,0
2024-10-22T06:00,14.2,0,0,84,4.8,3.2,117,13.9,0
2024-10-22T07:00,17.3,0,0,84,5.1,4.4,111,18,0
2024-10-22T08:00,21.1,0,0,64,2,3.1,135,22,0
2024-10-22T09:00,22.9,0,0,55,1.9,1.9,326,23.7,0
2024-10-22T10:00,23.9,0,0,54,4,4.7,317,25.5,0
2024-10-22T11:00,24.2,0,0,58,4.5,5.6,331,26.4,0
2024-10-22T12:00,24.1,0.4,0.4,58,5.5,6.9,343,26,51
2024-10-22T13:00,23.3,0.5,0.5,59,3.8,4.9,327,24.3,53
2024-10-22T14:00,23.1,0,0,61,2.3,2.6,16,24.4,1
2024-10-22T15:00,21.9,0,0,65,4.1,5.2,266,23,1
2024-10-22T16:00,21.5,0,0,68,1.1,1.5,126,23.1,0
2024-10-22T17:00,19.1,0,0,80,2.2,2.9,60,20.7,0
2024-10-22T18:00,18,0,0,81,4.4,2.9,169,18.9,0
2024-10-22T19:00,16.7,0,0,85,5,4.4,148,17.4,0
2024-10-22T20:00,16.1,0,0,85,5.3,4.3,147,16.4,0
2024-10-22T21:00,15.6,0,0,84,5.9,4.9,163,15.6,0
2024-10-22T22:00,15.3,0,0,83,6.3,5.7,156,15.1,0
2024-10-22T23:00,15,0,0,81,5.9,5.2,136,14.7,0
2024-10-23T00:00,14.5,0,0,81,5.9,5.2,139,14.1,1
2024-10-23T01:00,14.4,0,0,80,5.3,4.3,147,13.9,1
2024-10-23T02:00,14.6,0,0,77,5,4.2,140,14.1,1
2024-10-23T03:00,14.8,0,0,75,4.9,4.7,148,14.2,1
2024-10-23T04:00,14.9,0,0,73,3.8,2.8,145,14.4,1
2024-10-23T05:00,14.9,0,0,75,5.4,5.4,143,14.3,1
2024-10-23T06:00,15.5,0,0,85,6.2,6.6,131,15.5,0
2024-10-23T07:00,18.5,0,0,82,6.6,7,122,19.3,0
2024-10-23T08:00,21.7,0,0,62,3.8,5.6,115,22.5,0
2024-10-23T09:00,23.5,0,0,51,4.8,6.5,77,23.6,0
2024-10-23T10:00,24.9,0,0,45,4.8,6.3,83,25.5,0
2024-10-23T11:00,26.2,0,0,39,3.4,4.4,71,27.3,0
2024-10-23T12:00,27,0,0,36,2.7,3.4,47,27.8,0
2024-10-23T13:00,26.6,0,0,36,3.5,4.3,15,26.7,1
2024-10-23T14:00,26,0,0,39,3.9,4.9,264,25.6,1
2024-10-23T15:00,24.7,0,0,48,4.2,5.6,301,25,0
2024-10-23T16:00,23.4,0,0,61,2.7,5.6,276,24.8,0
2024-10-23T17:00,20.4,0,0,75,1.3,3.1,294,22.2,0
2024-10-23T18:00,20.3,0,0,69,4.7,4,177,21.1,0
2024-10-23T19:00,18.6,0,0,81,4.8,1.4,113,19.7,1
2024-10-23T20:00,17.5,0,0,85,7.1,6.8,145,18.1,0
2024-10-23T21:00,16.8,0,0,85,7.3,8.1,149,17.1,0
2024-10-23T22:00,16.2,0,0,86,6,4.9,170,16.6,0
2024-10-23T23:00,16.1,0,0,85,6.2,5,150,16.3,0
2024-10-24T00:00,15.8,0,0,85,6.2,6.1,148,15.9,0
2024-10-24T01:00,15.4,0,0,85,5.3,4,148,15.6,0
2024-10-24T02:00,15.5,0,0,84,3.3,0.4,90,15.9,0
2024-10-24T03:00,16,0,0,82,2.5,1.3,135,16.5,0
2024-10-24T04:00,15.9,0,0,83,1.5,2.9,330,16.7,0
2024-10-24T05:00,17.7,0,0,72,3.2,0.9,143,18,0
2024-10-24T06:00,16.9,0,0,84,2.9,4.4,207,17.8,0
2024-10-24T07:00,19.3,0,0,75,2.2,3.5,219,20.5,0
2024-10-24T08:00,20.8,0,0,71,1.2,2.1,211,22.4,0
2024-10-24T09:00,22.7,0,0,64,1.5,1.5,300,24.4,0
2024-10-24T10:00,24.1,0,0,59,3.9,4.4,333,26,0
2024-10-24T11:00,24.3,0,0,62,6.5,8.1,317,26.5,0
2024-10-24T12:00,24.6,0,0,62,7.2,9.4,320,26.8,0
2024-10-24T13:00,24.7,0,0,61,7.1,9.5,303,26.2,1
2024-10-24T14:00,23.9,0,0,63,6.6,9.2,309,25.2,0
2024-10-24T15:00,23.6,0,0,64,5.5,7.6,317,25.1,1
2024-10-24T16:00,22.7,0,0,72,1.8,4.2,329,25,0
2024-10-24T17:00,21.7,0,0,70,1.7,3.7,309,23.5,0
2024-10-24T18:00,19.3,0,0,87,2.2,4,288,21.5,0
2024-10-24T19:00,18.8,0,0,89,1.4,3.8,315,21,0
2024-10-24T20:00,18.5,0,0,89,0.7,2.3,356,20.7,0
2024-10-24T21:00,17.9,0,0,92,1.1,2.7,352,20,0
2024-10-24T22:00,18.4,0,0,88,1.2,2.8,333,20.4,1
2024-10-24T23:00,17.9,0,0,91,3.4,5.6,312,19.7,1
2024-10-25T00:00,17.2,0,0,96,2.6,4.8,307,19.1,1
2024-10-25T01:00,16.4,0,0,99,2.2,4.6,301,18.2,2
2024-10-25T02:00,16,0,0,100,1.1,3.6,297,17.9,3
2024-10-25T03:00,16.3,0,0,100,1,2.3,302,18.3,3
2024-10-25T04:00,16.4,0,0,100,0.9,0.9,270,18.5,3
2024-10-25T05:00,16.5,0,0,100,2.6,2.1,165,18.4,3
2024-10-25T06:00,16.8,0,0,100,2,2.6,164,18.9,3
2024-10-25T07:00,17.4,0,0,96,2.9,3.3,186,19.3,2
2024-10-25T08:00,19.3,0,0,84,1.9,2.6,196,21.3,2
2024-10-25T09:00,21.2,0,0,75,1.2,1,315,23.3,0
2024-10-25T10:00,22.9,0,0,64,1.8,1.5,306,25.1,1
2024-10-25T11:00,24,0,0,59,4.4,5.3,322,25.7,2
2024-10-25T12:00,24,0.2,0.2,58,5,6.4,308,25.7,51
2024-10-25T13:00,23.3,0.4,0.4,62,7.9,10.7,292,24,51
2024-10-25T14:00,22.8,0.5,0.5,65,5.2,7.1,300,24,53
2024-10-25T15:00,21.5,0.3,0.3,71,3.7,4.8,347,23.1,51
2024-10-25T16:00,20.6,0.2,0.2,76,3.2,4.2,353,22.3,51
2024-10-25T17:00,19.6,0.3,0.3,84,1.8,1.9,41,21.7,51
2024-10-25T18:00,18.5,0,0,91,1.6,3.3,22,20.8,1
2024-10-25T19:00,17.9,0,0,94,0.8,3.2,333,20.2,1
2024-10-25T20:00,17.4,0,0,94,0.6,3.6,323,19.6,0
2024-10-25T21:00,16.8,0,0,95,0.2,1.9,326,18.9,0
2024-10-25T22:00,16.4,0,0,96,2,0.6,198,18.1,1
2024-10-25T23:00,15.4,0,0,99,4.9,2.1,165,16.5,2
2024-10-26T00:00,15,0,0,99,6.2,2.8,162,15.7,3
2024-10-26T01:00,14.5,0,0,100,6.2,2.8,135,15,3
2024-10-26T02:00,14.3,0,0,100,6.2,2.6,141,14.8,2
2024-10-26T03:00,14.3,0,0,98,5.5,4.6,135,14.8,1
2024-10-26T04:00,14,0,0,98,5,4,141,14.4,2
2024-10-26T05:00,13.5,0,0,99,4.8,2.7,127,13.9,3
2024-10-26T06:00,13.6,0,0,99,3.9,2.2,125,14.1,3
2024-10-26T07:00,17.1,0,0,93,3.3,3.1,100,18.6,0
2024-10-26T08:00,20.5,0,0,75,2.1,2.3,39,22.2,0
2024-10-26T09:00,21.9,0,0,70,3.5,3.7,346,23.6,0
2024-10-26T10:00,23,0,0,69,6.7,8.1,339,25,0
2024-10-26T11:00,23.5,0,0,68,7,8.8,337,25.8,1
2024-10-26T12:00,23.9,0,0,66,7.4,9.4,342,26,2
2024-10-26T13:00,23.8,0,0,64,6.7,8.6,334,25.2,1
2024-10-26T14:00,23.4,0,0,65,6.4,8.1,329,24.7,1
2024-10-26T15:00,23,0,0,66,5.2,6.5,337,24.4,0
2024-10-26T16:00,22,0,0,72,4.1,7,342,23.7,0
